country code,country_long,name of powerplant,capacity in MW,latitude,longitude,primary_fuel,secondary fuel,other_fuel2,other_fuel3,start date,owner of plant,generation_gwh_2021,geolocation_source,estimated_generation_gwh_2021
PRT,Portugal,Ucanha,5.7,41.054,-7.7462,Hydro,,,,2001.0,,,Energias Endogenas de Portugal,12.53
PRT,Portugal,Vale Soeiro,4.4,40.8988,-7.9438,Hydro,,,,1993.0,,,Energias Endogenas de Portugal,14.54
PRT,Portugal,Vale de Madeira,1.35,40.7981,-7.0148,Hydro,,,,2008.0,,,Energias Endogenas de Portugal,5.34
PRT,Portugal,Vale do Gaio,1.0,38.2478,-8.2951,Hydro,,,,1949.0,,,Energias Endogenas de Portugal,3.4
PRT,Portugal,Vales,3.2,41.4419,-7.4985,Hydro,,,,2009.0,,,Energias Endogenas de Portugal,7.17
PRT,Portugal,Varosa,25.0,41.1208,-7.7761,Hydro,,,,1934.0,,,Energias Endogenas de Portugal,69.69
PRT,Portugal,Velada,1.9,39.5914,-7.7092,Hydro,,,,1935.0,,,Energias Endogenas de Portugal,7.63
PRT,Portugal,Venda Nova,90.0,41.6794,-7.9823,Hydro,,,,1951.0,,,Energias Endogenas de Portugal,252.15
PRT,Portugal,Vila Cova,23.4,40.3797,-7.7283,Hydro,,,,2001.0,,,Energias Endogenas de Portugal,66.7
PRT,Portugal,Vila Viçosa,4.0,40.9952,-8.2106,Hydro,,,,1993.0,,,Energias Endogenas de Portugal,13.42
PRT,Portugal,Vilar-Tabuaço,58.0,40.9869,-7.5358,Hydro,,,,1965.0,,,Energias Endogenas de Portugal,160.8
PRT,Portugal,Águas Frias,2.4,40.8094,-8.0508,Hydro,,,,2002.0,,,Energias Endogenas de Portugal,6.68
SRB,Serbia,HE BAJINA BASTA,420.0,43.9645,19.4102,Hydro,,,,,,,GEODB,1607.41
SRB,Serbia,HE DJERDAP I,1086.0,44.6684,22.5268,Hydro,,,,,,,GEODB,5220.93
SRB,Serbia,HE DJERDAP II,270.0,44.3065,22.5667,Hydro,,,,,,,GEODB,1398.53
SRB,Serbia,RHE BAJINA BASTA,614.0,43.9645,19.4102,Hydro,,,,,,,GEODB,2345.66
